"subjID"	"trialID"	"choice"	"outcome"	"correct"	"accuracy"
15	10	2	1	1	0
15	11	2	1	1	0
15	12	2	-1	1	0
15	13	1	1	1	1
15	14	2	-1	1	0
15	15	1	1	1	1
15	16	1	1	1	1
15	17	1	-1	2	0
15	18	1	-1	2	0
15	19	2	1	2	1
15	20	2	1	2	1
15	21	2	-1	2	1
15	22	1	-1	2	0
15	23	2	1	2	1
15	24	2	-1	2	1
15	25	1	-1	2	0
15	26	1	1	2	0
15	27	1	1	2	0
15	28	2	-1	2	1
15	29	1	-1	2	0
15	30	1	-1	2	0
15	31	2	-1	2	1
15	32	2	1	2	1
15	33	2	1	1	0
15	34	2	1	1	0
15	35	2	-1	1	0
15	36	2	-1	1	0
15	37	1	1	1	1
15	38	1	1	1	1
15	39	2	-1	1	0
15	40	1	1	1	1
15	41	2	-1	1	0
15	42	1	1	1	1
15	43	1	1	1	1
15	44	1	1	1	1
15	45	1	-1	1	1
15	46	1	1	1	1
15	47	1	1	1	1
15	48	1	1	1	1
15	49	1	1	1	1
15	50	1	1	2	0
15	51	1	1	2	0
15	52	2	1	2	1
15	53	2	1	2	1
15	54	2	1	2	1
15	55	2	1	2	1
15	56	2	1	2	1
15	57	2	1	2	1
15	58	2	1	2	1
15	59	2	1	2	1
15	60	2	-1	2	1
15	61	2	-1	2	1
15	62	1	1	2	0
15	63	1	-1	2	0
15	64	1	1	2	0
15	65	1	1	2	0
15	66	2	-1	1	0
15	67	1	1	1	1
15	68	1	1	1	1
15	69	1	1	1	1
15	70	1	1	1	1
15	71	1	1	1	1
15	72	1	-1	1	1
15	73	2	1	1	0
15	74	2	1	1	0
15	75	2	1	1	0
15	76	2	-1	1	0
15	77	2	-1	1	0
15	78	2	-1	1	0
15	79	1	1	1	1
15	80	1	1	1	1
16	1	1	1	1	1
16	2	1	-1	1	1
16	3	2	-1	1	0
16	4	1	-1	1	1
16	5	2	1	1	0
16	6	2	-1	1	0
16	7	1	1	1	1
16	8	1	-1	1	1
16	9	2	-1	1	0
16	10	1	1	1	1
16	11	1	-1	1	1
16	12	1	1	1	1
16	13	1	1	1	1
16	14	1	1	1	1
16	15	1	-1	1	1
16	16	1	1	1	1
16	17	1	-1	2	0
16	18	2	-1	2	1
16	19	2	1	2	1
16	20	2	1	2	1
16	21	1	-1	2	0
16	22	2	1	2	1
16	23	1	-1	2	0
16	24	2	1	2	1
16	25	1	-1	2	0
16	26	2	1	2	1
16	27	2	1	2	1
16	28	2	-1	2	1
16	29	1	-1	2	0
16	30	2	-1	2	1
16	31	2	1	2	1
16	32	2	1	2	1
16	33	2	-1	1	0
16	34	1	1	1	1
16	35	1	1	1	1
16	36	1	1	1	1
16	37	1	-1	1	1
16	38	2	-1	1	0
16	39	1	1	1	1
16	40	1	1	1	1
16	41	1	1	1	1
16	42	1	-1	1	1
16	43	2	-1	1	0
16	44	2	-1	1	0
16	45	1	1	1	1
16	46	1	1	1	1
16	47	1	1	1	1
16	48	1	1	1	1
16	49	2	-1	1	0
16	50	1	-1	2	0
16	51	2	1	2	1
16	52	2	1	2	1
16	53	1	-1	2	0
16	54	2	1	2	1
16	55	2	1	2	1
16	56	2	1	2	1
16	57	2	1	2	1
16	58	2	1	2	1
16	59	1	-1	2	0
16	60	2	1	2	1
16	61	2	1	2	1
16	62	2	1	2	1
16	63	2	1	2	1
16	64	2	1	2	1
16	65	2	-1	2	1
16	66	1	1	1	1
16	67	2	1	1	0
16	68	2	1	1	0
16	69	2	-1	1	0
16	70	1	1	1	1
16	71	1	1	1	1
16	72	1	1	1	1
16	73	1	1	1	1
16	74	1	1	1	1
16	75	1	1	1	1
16	76	1	1	1	1
16	77	2	-1	1	0
16	78	1	1	1	1
16	79	2	-1	1	0
16	80	1	1	1	1
17	1	1	1	1	1
17	2	1	1	1	1
17	3	1	1	1	1
17	4	1	1	1	1
17	5	1	-1	1	1
17	6	1	-1	1	1
17	7	2	-1	1	0
17	8	1	1	1	1
17	9	2	-1	1	0
17	10	2	-1	1	0
17	11	1	1	1	1
17	12	1	1	1	1
17	13	1	1	1	1
17	14	1	1	1	1
17	15	1	1	1	1
17	16	1	1	1	1
17	17	1	-1	2	0
17	18	2	-1	2	1
17	19	2	-1	2	1
17	20	1	-1	2	0
17	21	2	1	2	1
17	22	2	-1	2	1
17	23	2	1	2	1
17	24	2	1	2	1
17	25	2	1	2	1
17	26	2	1	2	1
17	27	2	1	2	1
17	28	2	1	2	1
17	29	2	1	2	1
17	30	2	1	2	1
17	31	2	1	2	1
17	32	2	1	2	1
17	33	2	-1	1	0
17	34	1	1	1	1
17	35	2	1	1	0
17	36	2	-1	1	0
17	37	1	1	1	1
17	38	1	1	1	1
17	39	2	1	1	0
17	40	2	-1	1	0
17	41	1	1	1	1
17	42	1	1	1	1
17	43	1	1	1	1
17	44	1	-1	1	1
17	45	1	1	1	1
17	46	1	1	1	1
17	47	1	1	1	1
17	48	1	-1	1	1
17	49	2	-1	1	0
17	50	1	1	2	0
17	51	1	-1	2	0
17	52	2	1	2	1
17	53	2	1	2	1
17	54	2	-1	2	1
17	55	1	-1	2	0
17	56	2	1	2	1
17	57	2	1	2	1
17	58	2	1	2	1
17	59	2	-1	2	1
17	60	1	-1	2	0
17	61	1	-1	2	0
17	62	2	1	2	1
17	63	1	-1	2	0
17	64	2	1	2	1
17	65	1	1	2	0
17	66	1	1	1	1
17	67	2	-1	1	0
17	68	1	1	1	1
17	69	2	-1	1	0
17	70	1	1	1	1
17	71	1	1	1	1
17	72	1	-1	1	1
17	73	2	-1	1	0
17	74	1	-1	1	1
17	75	2	1	1	0
17	76	2	-1	1	0
17	77	2	-1	1	0
17	78	1	1	1	1
17	79	1	1	1	1
17	80	1	1	1	1
18	1	2	-1	1	0
18	2	2	-1	1	0
18	3	1	1	1	1
18	4	1	1	1	1
18	5	1	1	1	1
18	6	1	1	1	1
18	7	1	1	1	1
18	8	2	1	1	0
18	9	1	1	1	1
18	10	1	-1	1	1
18	11	1	1	1	1
18	12	2	1	1	0
18	13	1	1	1	1
18	14	1	1	1	1
18	15	1	1	1	1
18	16	2	-1	1	0
18	17	1	-1	2	0
18	18	2	1	2	1
18	19	2	1	2	1
18	20	2	-1	2	1
18	21	2	1	2	1
18	22	2	-1	2	1
18	23	2	1	2	1
18	24	1	-1	2	0
18	25	2	-1	2	1
18	26	1	-1	2	0
18	27	1	-1	2	0
18	28	2	1	2	1
18	29	2	-1	2	1
18	30	2	-1	2	1
18	31	1	1	2	0
18	32	1	-1	2	0
18	33	1	1	1	1
18	34	2	-1	1	0
18	35	1	1	1	1
18	36	1	-1	1	1
18	37	2	-1	1	0
18	38	1	-1	1	1
18	39	2	-1	1	0
18	40	1	1	1	1
18	41	2	-1	1	0
18	42	1	1	1	1
18	43	1	1	1	1
18	44	1	1	1	1
18	45	1	1	1	1
18	46	1	1	1	1
18	47	1	1	1	1
18	48	1	1	1	1
18	49	1	1	1	1
18	50	1	-1	2	0
18	51	1	-1	2	0
18	52	1	1	2	0
18	53	1	-1	2	0
18	54	2	1	2	1
18	55	2	-1	2	1
18	56	1	-1	2	0
18	57	2	-1	2	1
18	58	2	1	2	1
18	59	2	-1	2	1
18	60	2	1	2	1
18	61	2	1	2	1
18	62	2	1	2	1
18	63	2	-1	2	1
18	64	2	1	2	1
18	65	2	1	2	1
18	66	2	1	1	0
18	67	2	-1	1	0
18	68	1	1	1	1
18	69	1	1	1	1
18	70	2	1	1	0
18	71	1	-1	1	1
18	72	2	-1	1	0
18	73	1	1	1	1
18	74	1	-1	1	1
18	75	2	-1	1	0
18	76	1	1	1	1
18	77	2	-1	1	0
18	78	1	-1	1	1
18	79	2	-1	1	0
18	80	1	-1	1	1
19	1	2	-1	1	0
19	2	2	-1	1	0
19	3	1	-1	1	1
19	4	2	-1	1	0
19	5	1	-1	1	1
19	6	1	1	1	1
19	7	1	1	1	1
19	8	1	1	1	1
19	9	1	1	1	1
19	10	1	1	1	1
19	11	1	1	1	1
19	12	1	1	1	1
19	13	1	1	1	1
19	14	2	-1	1	0
19	15	1	1	1	1
19	16	1	1	1	1
19	17	1	-1	2	0
19	18	2	1	2	1
19	19	1	-1	2	0
19	20	2	1	2	1
19	21	2	1	2	1
19	22	2	1	2	1
19	23	2	1	2	1
19	24	2	1	2	1
19	25	2	1	2	1
19	26	2	1	2	1
19	27	2	-1	2	1
19	28	2	1	2	1
19	29	2	-1	2	1
19	30	1	1	2	0
19	31	1	-1	2	0
19	32	2	-1	2	1
19	33	1	1	1	1
19	34	1	1	1	1
19	35	1	1	1	1
19	36	1	-1	1	1
19	37	1	-1	1	1
19	38	2	-1	1	0
19	39	1	1	1	1
19	40	1	1	1	1
19	41	1	1	1	1
19	42	2	-1	1	0
19	43	1	1	1	1
19	44	1	1	1	1
19	45	1	-1	1	1
19	46	2	1	1	0
19	47	1	-1	1	1
19	48	2	-1	1	0
19	49	1	1	1	1
19	50	1	-1	2	0
19	51	1	1	2	0
19	52	1	-1	2	0
19	53	2	-1	2	1
19	54	2	1	2	1
19	55	2	-1	2	1
19	56	1	-1	2	0
19	57	1	1	2	0
19	58	2	1	2	1
19	59	1	-1	2	0
19	60	2	1	2	1
19	61	2	1	2	1
19	62	2	1	2	1
19	63	2	-1	2	1
19	64	1	-1	2	0
19	65	2	1	2	1
19	66	2	-1	1	0
19	67	2	1	1	0
19	68	2	-1	1	0
19	69	1	1	1	1
19	70	1	-1	1	1
19	71	2	-1	1	0
19	72	1	1	1	1
19	73	1	1	1	1
19	74	1	1	1	1
19	75	1	-1	1	1
19	76	2	-1	1	0
19	77	1	-1	1	1
19	78	1	1	1	1
19	79	1	1	1	1
19	80	1	1	1	1
20	1	2	-1	1	0
20	2	2	-1	1	0
20	3	1	1	1	1
20	4	1	-1	1	1
20	5	2	1	1	0
20	6	2	-1	1	0
20	7	1	1	1	1
20	8	1	1	1	1
20	9	2	-1	1	0
20	10	1	1	1	1
20	11	1	1	1	1
20	12	1	1	1	1
20	13	1	1	1	1
20	14	1	1	1	1
20	15	1	1	1	1
20	16	1	1	1	1
20	17	1	-1	2	0
20	18	2	1	2	1
20	19	2	1	2	1
20	20	2	-1	2	1
20	21	1	-1	2	0
20	22	2	1	2	1
20	23	2	1	2	1
20	24	2	-1	2	1
20	25	2	1	2	1
20	26	2	1	2	1
20	27	1	-1	2	0
20	28	2	1	2	1
20	29	2	1	2	1
20	30	2	-1	2	1
20	31	1	1	2	0
20	32	1	-1	2	0
20	33	2	1	1	0
20	34	2	-1	1	0
20	35	2	-1	1	0
20	36	1	1	1	1
20	37	1	1	1	1
20	38	1	-1	1	1
20	39	2	1	1	0
20	40	2	-1	1	0
20	41	1	1	1	1
20	42	1	1	1	1
20	43	1	1	1	1
20	44	1	1	1	1
20	45	1	1	1	1
20	46	2	1	1	0
20	47	2	-1	1	0
20	48	2	-1	1	0
20	49	1	-1	1	1
20	50	2	1	2	1
20	51	2	1	2	1
20	52	2	-1	2	1
20	53	1	1	2	0
20	54	1	-1	2	0
20	55	1	-1	2	0
20	56	1	-1	2	0
20	57	2	-1	2	1
20	58	1	-1	2	0
20	59	2	1	2	1
20	60	2	1	2	1
20	61	2	1	2	1
20	62	2	1	2	1
20	63	2	1	2	1
20	64	2	1	2	1
20	65	2	-1	2	1
20	66	1	-1	1	1
20	67	2	-1	1	0
20	68	1	-1	1	1
20	69	2	-1	1	0
20	70	1	1	1	1
20	71	1	1	1	1
20	72	1	1	1	1
20	73	1	1	1	1
20	74	1	1	1	1
20	75	1	1	1	1
20	76	1	1	1	1
20	77	1	-1	1	1
20	78	2	-1	1	0
20	79	2	-1	1	0
20	80	1	-1	1	1
